Movie,Year,Certificate,Genre,Overview,Runtime,Rating,ratings_count
Sneham Kosam,1999,U,"Action, Drama","Prabhavati lives a wealthy lifestyle in India with her dad, mom, and elder sister, Rani. Rani is of marriageable age and her marriage is arranged with her mom's half-brother, but just after...                See full summary »",169,6.5,253
Lakshyam,2007,UA,"Action, Drama, Romance",A tale of brotherhood and love .,164,6.1,249
Adavi Ramudu,2004,UA,"Action, Romance","A poor man from a small village attends an urban college and wins the heart of a woman from a wealthy and powerful family. Her relatives disapprove. Eventually, the pair flee into the forest and are pursued by her angry family.",0,4.0,249
Mathangi,2016,UA,Horror,"King Udayapandyan ruled some provinces of Tamil Nadu, 600 years ago. He fell in love with a huntress named Mathangi (Ramya Krishnan), married her and built her a bungalow near the forest. ...                See full summary »",145,4.2,247
Alludugaru,1990,U,"Drama, Comedy","Kalyani (Shobhana) is ditched by the man she loves when her father disinherits her from his property. However, she is forced to hire Vishnu (Mohan Babu), a thief to play her husband before ...                See full summary »",144,5.7,245
Oka Chinna Viramam,2020,U,Thriller,"Deepak is a businessman immensely in love with his pregnant wife Sameera . But when his idea of raising profits for his business puts her in trouble, he teams up with Balu (Naveen Neni) and Maya to save her.",95,7.3,244
Nenu Lenu,2019,UA,Drama,"Nenu Lenu is the story of Eeshwar (Harshit), an orphan who falls for Parvati's (Sri Padma) honesty in the first sight and convinces her to marry him after much effort. In time, a gang of ...                See full summary »",118,7.3,244
Mrugaraaju,2001,U,"Action, Adventure, Thriller","Raju lives a poor lifestyle in rural India along with his parents. He meets with a wealthy city girl, both fall in love, and get married much to the chagrin of her father who decides to ...                See full summary »",147,4.4,244
Bharani,2007,U,"Action, Drama","Bharani, a hot headed man, tries to peacefully resolve the conflict between the families, from the one which he belongs, and the one from which his lover belongs. But several circumstances force him to use his fist than his heart first.",145,5.8,243
Kedi,2010,UA,Action,"Ramesh, nicknamed Rummy (Nagarjuna) loves his childhood friend Janaki, who asks him to become rich and powerful before marrying her. With this motive, Rummy starts gambling and becomes rich in no time.",153,4.7,241
Jyo Achyutananda,2016,U,"Comedy, Drama, Romance","Achyut and Anand are brothers, Jyosthna is a tenant in their home. Both the brothers try impressing her.",125,6.5,240
Mithunam,2012,U,"Drama, Family","Wedded together for fifty years, knowing each other inside out, Appadaasu and Buchchi Laxmi fill their retired days with raw quarrels and ripe loves. Emotional entanglements enslave them to...                See full summary »",120,7.7,240
Palasa 1978,2020,A,"Action, Drama","Mohan Rao and his elder brother face Pedda Shavukar and Chinna Shavukar, a political battle where low caste fights the high caste power.",144,7.6,240
Maro Charithra,1978,U,"Drama, Romance",Two lovers from differing cultural backgrounds are separated by their parents for one year in order to prove if their love is true.,169,7.4,239
Pelli Pustakam,1991,U,"Comedy, Drama, Romance",Newly married couple K. Krishnamurthy and Satyabhama to solve their financial problems they seek a job in a big company. As their boss would give job only to one member of a family. So the couple lies that they are unmarried and joins.,151,7.5,238
Boy,2019,U,"Comedy, Drama",A boy's story during the final days of his high school.,129,6.9,237
Yamaleela,1994,U,"Comedy, Drama, Fantasy","Yamaleela is the story of Suraj, a careless and aimless young man. He comes to know that he hails from a royal family and how his mother raised him after his father's death and the loss of ...                See full summary »",140,7.5,237
Suryavamsam,1998,U,Drama,Bhanu Prasad is an illiterate. So he is not loved much by his father. Even a young woman refuses to marry him as he is an illiterate. Later he meets Swapna who teaches him everything and finally he wins his father's trust and love.,156,7.1,236
Kaakki Sattai,1985,U,"Action, Comedy, Drama","Murali is a young man obsessed with joining the police force. After being rejected several times, he is disillusioned and joins a smugglers' gang instead.",143,7.1,236
Ammoru,1995,U,"Fantasy, Horror",A goddess protects a girl from an evil magician and his family.,129,7.1,236
Devadasu,1953,U,"Drama, Family, Musical","Adapted from a popular Bengali novel, Devadasu narrates the story of a rich guy and poor girl separated by class system of India. Parvati is forcefully married off to a middle-aged rich man and Devadasu becomes a drunkard.",191,7.4,235
Ninaithale Inikkum,1979,U,"Musical, Romance",The movie revolves around a music troop who travel to Singapore for a performance and how their life takes a turn when they meet their love partner.,141,6.9,235
Vangaveeti,2016,A,"Action, Biography, Crime",The life story of slain legislator Vangaveeti Mohan Ranga Rao who was assassinated during the NT Rama Rao regime in 1989.,142,6.2,232
Chandamama,2007,U,"Drama, Romance",Mahalakshmi confesses to her fiance that whilst at school in city she fell in love with a boy who broke her heart. The fiance sets out to find the philandering boy to teach him a lesson and...                See full summary »,0,6.7,232
Shirdi Sai,2012,U,"Biography, Drama, Musical",Biopic of shirdi sai baba.,145,6.7,230
Seetharamaiah Gari Manavaralu,1991,U,Drama,"Through family conflicts, separated daughter returns back to her father's hometown in an attempt to revive their family relationships.",145,7.7,229
Super Duper,2019,UA,"Comedy, Thriller","Two petty criminals end up kidnapping the wrong woman, and end up in a situation where they have to deal with a kingpin of a drug mafia.",118,6.6,226
Subhash Chandra Bose,2005,U,"Action, Drama, History","Amarchandra lives a poor lifestyle in British India along with his mom, dad, Baba Thakur, and a sister. His dad works as a guard with the British Army, which is commandeered locally by ...                See full summary »",0,3.1,225
Hyderabad Blues 2,2004,A,"Drama, Comedy","Six years after they got married, Ashwini and Varun come across a new challenge which tests the integrity of their marriage.",0,6.2,225
Vijetha,1985,U,"Drama, Family, Romance",Chinnababu (Chiranjeevi) is an aspiring footballer who has a good heart. But his father does not support a career in football. Chinnababu loves a beautiful girl Priyadarshani (Bhanupriya) ...                See full summary »,107,7.2,225
Veera Bhoga Vasantha Rayalu,2018,UA,"Crime, Thriller","A cop is pursuing a dangerous man who is behind the disappearance of a flight with innocent passengers, and orphan girls. Will he be nabbed?",132,6.7,224
Tik Tik Tik,1981,A,"Crime, Mystery, Thriller",A fashion photographer gets embroiled in a series of grisly murders,164,7.0,224
Kalyana Vaibhogame,2016,U,"Comedy, Drama","Shourya (Naga Shourya) is a gaming software professional in Hyderabad. He is just 23 years old but his parents want him to get married before his aging grandmother dies. He wants freedom, ...                See full summary »",158,6.8,221
Heza,2019,UA,Drama,A musician and his wife are haunted by an evil eye hex witch who tries to find her source for mortal life through them. The protagonist slums into unrest to escape from the demonic witch's grave peal.,111,7.4,220
Narthanasala,1963,U,"Drama, Musical",This film deals with the Virata Parvam (Book of Virata) of the epic Mahabharatam dictated by Vyasa Maharshi.,175,7.6,219
Sirivennela,1986,U,"Family, Musical","Sirivennela is a 1986 Indian Telugu film, directed by K. Vishwanath and Produced by Ch. Ramakrishna Reddy, N. Bhaskara Reddy and Ujjuri Chinaveerraju. The film stars Suhasini, Sarvadaman ...                See full summary »",181,7.5,217
Guna 369,2019,UA,"Action, Drama",Guna (Karthikeya) is a happy-go-lucky guy who believes the solution to solving issues is not through violence but through compromise. But what happens when he's forced to the extremes by someone close to him?,146,6.3,216
Entha Manchivaadavuraa,2020,U,"Action, Drama","Balu loses both of his parents in his childhood and he grows up as an orphan. Because of this, he starts an organization named ""All Is Well"" to supply emotions to the needy.",152,5.5,215
Om Namo Venkatesaya,2017,U,"Biography, Fantasy",The life of Hathiram Baba is chronicled in this devotional biopic.,140,7.2,213
Mister,2017,UA,Drama,"Chai lives in Spain with his family where he meets and falls in love with Meera. Chai's fate takes a turn when he travels to India and meets Chandramukhi, who falls for him.",160,3.9,212
Raju Gari Gadhi,2015,UA,Horror,There is a haunted house in Nandigama. Dead bodies of 34 people resurface in house's well over a period of time. A TV channel plans to host a reality show in that haunted house.,135,5.0,211
Dharma Bhai,2018,UA,"Action, Drama","Teja, a software engineer's plans to take down corruption are inspired by real-life incidents that took place in 2014 at Kukapally, Hyderabad.",130,3.0,205
Software Sudheer,2019,UA,Drama,"Chandu and Swathi are Software engineers. Chandu is an average guy who never misses an opportunity to impress Swathi. Once Swathi recognizes Chandu's honesty and innocence, the affair ...                See full summary »",125,6.0,205
Raaja Paarvai,1981,Unrated,"Drama, Romance",The story is about a blind violinist who falls in love with a rich girl and ends up facing many difficulties.,144,7.2,204
Vijayendra Varama,2004,A,"Action, Thriller","A man(Balakrishna) living in a village with a wife(Laya) and a child finds out that he is good at combative skills. After learning that he has amnesia, he goes in his search to find his identity and his past.",0,2.0,203
Mogudu,2011,UA,Drama,"A couple truly in love get married. On the day of marriage just after the ritual due to a stupid reason an argument sparks, egoes crash which turns into violence. The couple separates. How they finally unite is rest of the movie.",159,3.8,202
Oxygen,2017,UA,"Action, Thriller","Krishna arrives in India to get married to Shruti, but when Krishna saves her father from an attack, it is revealed he has a hidden agenda.",156,5.5,201
Athaku Yamudu Ammayiki Mogudu,1989,U,"Action, Comedy, Drama","After a poor man marries a rich woman, he has to contend with his rich, arrogant mother-in-law.",140,7.0,201
Bezawada,2011,A,"Action, Crime","A man vows to avenge the death of his brothers, after they killed by a goon, who is also an aspiring politician. How he avenges forms the rest of the story of this violent saga set in a land of bloodshed and wars.",105,3.3,198
Baladoor,2008,UA,"Action, Comedy","Chanti respects his uncle Rama Krishna more than his father Purshrotam. Rama Krishna has enmity with Umapathi because of something that happened 20 years ago. Later, Chanti is kicked out of...                See full summary »",0,4.0,197
2 Hours Love,2019,UA,Romance,Story of a couple in a contractual relationship where they meet only for 2 hours a day and behave like strangers during other times.,150,6.7,197
Sakalakala Vallavan,1982,U,"Action, Comedy, Romance","A young agriculturist Velu (Kamal Hassan) goes to extremes to attain revenge against his devious landlord and her family. He is an upright young man, but when his family gets cheated out of...                See full summary »",138,6.7,197
MLA,2018,UA,"Action, Drama",An intelligent youngster is faced with a situation to win in the state legislative assembly elections in order to win the approval of his father-in-law.,130,5.2,194
Chandralekha,1998,U,"Comedy, Romance",Seetha Rama Rao leads a tumultuous financial life until his world is turned upside down after pulling the beautiful Chandra from a car wreck. When Chandra's parents show up to the hospital ...                See full summary »,151,6.7,190
Speedunnodu,2016,UA,"Comedy, Romance",Speedunnodu is a remake of the Tamil hit film - Sundarapandian. The film is a romantic comedy about a young man and the girl he is trying to woo for his friend.,120,4.6,188
@ Nartanasala,2018,Not Rated,Drama,"Naga Shourya is a young man who always wants women to be independent in life. In this process, he solves a girl called Manasa's problems and falls in love during the course of time. Just ...                See full summary »",139,3.7,185
Preminchukundam Raa,1997,U,Romance,The story of two lovers who overcome all the hurdles to get united.,151,7.2,178
Chanti,1992,U,"Drama, Romance","When an astrologer predicts that Nandini would marry a person of her choice, her possessive brothers decide to guard her. Can they stop her from marrying the person of her choice ?",139,7.0,178
Kataka,2017,UA,"Horror, Thriller",Kumar who works in a city as school teacher is fed up of the city life and plans to come back to his native and fulfill his dream of starting a school which will offer a stress less ...                See full summary »,107,7.5,173
Dongala Mutha,2011,U,"Action, Crime, Thriller",3 people try to escape from the captivity of a group of kidnappers.,90,3.7,173
Subha Sankalpam,1995,U,"Drama, Musical","While trying to protect his master's treasure,a young man loses his family.Moved by his gesture,the master adopts the man's young son and also leaves behind a share of his property for them",0,6.8,173
W/o Ram,2018,UA,Thriller,"Deeksha, wife of Ram takes it in her own hands to find her husband's murderer when police refused to help her.",122,6.0,171
Sasirekha Parinayam,2009,U,Romance,"A girl (Genelia de Souza) who runs away from home on the day of her wedding she was made aware of, on the day it was supposed to happen - runs into a handsome 'stranger' (Tarun), slowly ...                See full summary »",157,5.3,167
Andari Bandhuvaya,2010,U,Drama,"Nandu (Sarwanand), a village youth who works in a city, is altruistic. His colleague, Paddu (Padma Priya), is a composed girl, who is particular about spending each and every rupee for her ...                See full summary »",134,7.3,165
Seenu,1999,U,Romance,"A country man comes to city to meet his friends and with ego, he pretends as a dumb person for the sake of friendship with his girlfriend.",0,5.6,165
Janda Pai Kapiraju,2015,UA,"Action, Thriller","Arvind Nani who came to the city from a rural area, is a naive employee in a company. He cannot tolerate corruption, bribery, breaking rules, lavishness and the urban culture of youth in ...                See full summary »",129,6.3,164
Deyyam,1996,A,Horror,"A family buys a farmhouse situated near a haunted graveyard. Soon, they are under attack.",86,6.4,164
Rowdy Alludu,1991,U,"Action, Comedy","Chiranjeevi plays the dual roles of a Mumbai-based auto driver, Johnny and an industrialist, Kalyan. Because Kalyan was interfering with the plans of the villains, led by Kota Srinivasa Rao...                See full summary »",144,6.9,164
Krishna Aur Kans,2012,U,"Animation, Action, Adventure","Hailed as India's first stereoscopic animated film, 'Krishna Aur Kans' is an exciting narrative full of action and drama. The movie chronicles Krishna's early years -- from his birth as the nemesis of his tyrannical uncle Kans.",117,6.5,163
Baanam,2009,UA,"Action, Drama",The journey of a young IPS aspirant Bhagat who is the son of a former Naxalite.,115,7.1,161
Bhai,2013,UA,"Action, Comedy, Thriller",A hitman turns against his boss in order to save his brother.,153,3.2,160
Sathyam,2008,UA,"Action, Drama","Sathyam, an assistant police commissioner, fights crime in his own way.",137,5.1,160
Pressure Cooker,2020,UA,"Comedy, Drama, Family","This is a new age family drama entertainer. The story is about a young graduate under pressure from his father who expects him to go and ""settle"" in USA to be seen as successful. #pressurecookermovie",135,6.5,159
Ranam,2006,UA,Action,The duel between hero and villain when hero falls for villains sister,0,6.5,159
Aavida Maa Aavide,1998,U,"Comedy, Romance","Vikranth comes from an upper-class family. As he is of marriageable age, his parents want him to get married. He then meets with Archana and both fall in love, and both inform their ...                See full summary »",153,6.4,157
Alavuddinum Athbutha Vilakkum,1979,U,"Adventure, Drama, Fantasy","Kamaruddin, the commander of the armed forces of Baghdad, has designs on princess Roshni, the heiress to the kingdom, as her husband will rule the land after the Caliph's death. Roshni, ...                See full summary »",144,6.6,157
Chiru Navvuto,2000,U,"Comedy, Drama, Romance",Chirunavvutho is the story about Venu (Venu) who moves to Hyderabad after being dumped by Aruna (Prema). He falls in love with another girl called Sandhya (Shaheen Khan) and proposes to her...                See full summary »,147,7.2,156
Operation Gold Fish,2019,UA,"Action, Thriller",A group of commandos set out on a mission to find and eliminate a mysterious terrorist mastermind called Gold Fish in the Kashmir valley.,127,4.4,155
Subrahmanyapuram,2018,UA,"Drama, Mystery, Thriller","Karthik, an atheist, investigates a series of suicides, which are believed to be an act of God by the people of Subrahmanyapuram",133,5.5,155
Baava,2010,U,Drama,"History appears to be repeating itself when, just like his father, a young man falls for a woman whose family disapproves of him. However, with his father's help, he chooses to fight fate rather than accept it.",145,4.7,155
Jabardasth,2013,UA,Comedy,"A carefree young man befriends a feisty girl, becomes her business partner, but when she falls in love with him, things get complicated and they separate. What will happen when another girl...                See full summary »",153,3.9,154
Pellam Oorelithe,2003,U,"Comedy, Drama",Two men pretend to be married to a prostitute to protect each other's marriages.,149,6.8,154
Hanuman Junction,2001,U,"Drama, Action, Comedy","A man falls in love with the sister of two thugs. In order to win her heart, he not only joins her brother's company but also tries to sort out their complicated love lives",158,6.8,154
Money,1993,U,"Action, Comedy, Drama",Two guys in dearth need of money kidnap their rich neighbor only to realize that her husband actually wants her dead.,131,7.2,154
Ninnu Thalachi,2019,U,"Comedy, Romance","Abhiram (Vamsi Yakasiri) is a happy-go-lucky guy, who falls in love at first sight with a girl named Ankitha tries very hard to explain his feeling to her. On the other hand, she loves ...                See full summary »",138,7.4,152
A Film by Aravind,2005,A,"Horror, Mystery",Best friends since childhood Aravind and Rishi struggled for film industry fame before Aravind's films with Rishi as hero become successful. They plan to go on a road trip to search for ...                See full summary »,150,7.1,151
Ye Mantram Vesave,2018,U,Drama,"A youngster, who is obsessed with gadgets, plays a game to pick up women. However, as the game progresses, things go awry when a woman's life is in danger.",123,4.0,150
Souryam,2008,UA,"Action, Drama","Searching for his long-separated sister, a man arrives in Kolkata and gets into a brawl with the local goons.",151,5.8,149
Blade Babji,2008,U,Comedy,"Blade Babji is a Telugu comedy movie released on 24 October 2008 under the banner of Satya Movies. Its star cast included Allari Naresh, Sayali Bhagat, Venu Madhav, Srinivasa Reddy, Krishna...                See full summary »",150,6.4,149
Devi,1999,Unrated,"Drama, Fantasy","Devi, a snake goddess, stays on earth to protect the girl whose father saved her life from greedy relatives and from the snake demon, Dantra.",140,6.6,149
Gulabi,1996,A,"Action, Romance",A young man searches for his girlfriend kidnapped by human traffickers from Dubai.,138,7.0,149
Rajendrudru Gajendrudru,1993,U,"Comedy, Drama",Rajendra (Rajendra Prasad) wins Gajendra (Elephant) as a lottery prize and decides to keep it despite not being wealthy. They also avail a loan which moderates their expenses for a while. ...                See full summary »,152,7.2,149
Andhrudu,2005,A,"Action, Drama",An honest cop comes to the rescue of his girlfriend and her family when they get caught amidst hooliganism in Bihar.,155,6.6,146
Rechipo,2009,A,Action,"Siva steals crores of money from the Home Minister's residence that actually belongs to a gangster. Siva must save the Home Minister's daughter, who is kidnapped by the gangster.",156,3.3,143
Kadhal Sadugudu,2003,UA,"Action, Drama",A man who does everything unintentionally is misunderstood by the father of the girl he loves.,138,5.7,142
Life Before Wedding,2010,Not Rated,"Comedy, Drama, Romance","Jai and Rishi, two best friends, are introduced to Anu, while Radhika is in love with Rajesh. But things take a turn when Varun enters Radhika's life and Anu must decide whom to marry.",100,7.2,141
Silly Fellows,2018,U,Comedy,"An influential politician on his deathbed reveals the whereabouts of an illegal money stash to his trusted aide, a local MLA who becomes amnesiac after meeting with an accident.",122,5.9,140
Chitram Bhalare Vichitram,1992,U,Comedy,A comedy where four bachelor friends come to the city to find livelihood are faced with a problem of finding a home. In their last ditched attempt they deceive a widow landlady by forming a...                See full summary »,144,6.8,140
Ninne Premistha,2000,U,Romance,"Kalyan misinterprets Meghamala's concern for love and tells her that he loves her. But, she refuses his marriage proposal. It remains to be seen why Meghamala refuses the proposal.",0,6.1,138
Bhookailas,1958,U,"Drama, Musical","Ravana, the king of Lanka gets tricked by various people in the process of attaining ' Athmalinga ' from Shiva.",174,7.1,138
Antham,1992,A,"Action, Crime, Thriller","A ruthless contract killer Raghav (Nagarjuna) an orphan, falls for an Ornithologist - Bhavna (Urmila Matondkar). Raghav hides his identity to Bhavana. Bhavana's brother, Inspector Krishna (...                See full summary »",128,6.4,138
Ami Thumi,2017,U,Comedy,A tale of two pairs succeeding in their love life without hurting Thier parents.,125,6.6,137
Oka Manasu,2016,U,"Drama, Musical, Romance","A love story between Surya, the son of a influential politician and Sandhya, an aspiring doctor. Their love fights societal pressure.",146,5.3,137
Money Money,1995,U,"Action, Comedy, Drama",Money Money is a sequel to the super hit movie Money in which Allaudin (Kota Srinivasa Rao) finds a way to trap Chakri (JD Chakravarthy) through Sudha (Surabi) to take control of Vijaya's (Jayasudha) property.,0,7.0,135
Prema Katha,1999,U,"Drama, Romance","Set in a rural backdrop, a love story between a poor village boy Suri and a rich upper class girl Divya, much to the opposition of her violent brother",123,6.3,135
Enga Veetu Pillai,1965,U,"Action, Comedy, Drama","Ramu is an innocent son of a rich landlord who is afraid of his brother-in-law Narendran and his whiplash. To escape from his punishments, Ramu leaves his house and his look-alike replaces him.",147,7.1,135
Sparsha,2000,U,"Drama, Musical, Romance","Sudeep accidentally knocks down Radha on the railway tracks and looses her leg. Filled with guilt, he offers to marry her without letting her know that he was behind the accident.",154,6.9,132
Case No. 666/2013,2013,UA,"Horror, Thriller","Three buddies Bhaskar, Chaitanya and Durga along with a stranger, venture into a forest and stay in a haunted guest house. They carry two cameras through which they start recording interesting and mysterious happenings.",110,4.6,132
I Love You,2019,UA,"Drama, Romance","When Santu meets Dharmika after few years of romantic college life, will he win the lost love, or is there something surprise round the corner.",122,4.8,131
Nayaki,2016,A,"Comedy, Horror, Thriller","Story is about a ghost looks for men ,looking on women with bad intentions",113,2.9,130
Ee Rojullo,2012,U,"Comedy, Romance",Srinivas is a gullible lover who gets used by girlfriends for his money. Shreya is fed up with guys who wants to take their friendship to next level in order to have a physical relationship...                See full summary »,129,5.6,130
Kamma Rajyam Lo Kadapa Reddlu,2019,UA,"Drama, Thriller","Andhra Pradesh faces turmoil as elections roll around the corner,various political leaders fight against each other and vie for the CM seat.",153,3.7,130
Mugguru Monagallu,1994,U,"Action, Comedy, Drama",Three identical brothers who gets separated during their childhood unite together and seek revenge for their father's death.,0,6.1,130
Next Enti?,2018,UA,"Comedy, Drama, Romance",A girl with a complicated mind fall in love with a boy who have open feelings for her.,122,4.6,129
Naa Bangaaru Talli,2013,A,"Crime, Drama, Family","Naa Bangaaru Talli explores the consequences of sex trafficking, testing the vulnerability of trust in human relations.",126,7.2,129
Naa Nuvve,2018,U,Romance,"Meera (played by Tamannaah Bhatia), a happy-go-lucky radio jockey falls in love with Varun (played by Kalyan Ram Nandamuri) who exudes confidence but is nothing like Meera. How far will the two go for the sake of their love?",125,4.2,128
Ranga (S.S.L.C),2004,UA,"Action, Comedy, Drama","An auto driver Ranga, who fails to pass SSLC (10th Standard) even after repeated efforts. The enmity between Bomb Naga and Ranga continues and the story revolves around love, death and sentiments.",0,6.2,128
Kalyanaraman,1979,U,"Action, Comedy, Drama","Chinnadurai (Major Sundararajan) owns a huge estate that grows and processes tobacco and tea leaves. Due to advancing age, he is concerned about leaving control to his son, Kalyana (Kamal ...                See full summary »",134,6.6,126
Sankham,2009,A,"Action, Comedy",A cheerful young man gets drawn into a longtime conflict between two rivals after going through a series of life-changing and threatening challenges.,155,5.0,125
Ave Kallu,1967,Unrated,"Musical, Mystery, Thriller","Rich and pretty, Susila returns from college to find that her family is being bumped off one by one. The only clues are a half smoked cigar left at the scene of each murder and a mysterious woman in white running through the courtyard.",163,7.2,124
Suryakantham,2019,U,"Comedy, Romance",Suryakantam is the story of an eccentric girl who turns everyone's worlds upside down.,139,5.4,123
Kousalya Krishnamurthy,2019,U,"Drama, Sport","Kousalya Murugesan, the daughter of Murugesan, a farmer, aspires to become an international cricketer so that she can put a smile on her cricket-loving father's face by helping the country win.",149,7.4,123
Okka Ammayi Thappa,2016,U,"Action, Drama, Romance","In an attempt to free their jailed terrorist boss Aslam, a group of terrorists plant a bomb on a flyover in Hyderabad. As fate has it, Krishna Vachan and Mango are caught in the chaos and unwittingly become a part of the terrorists' plan.",134,5.7,122
Saptapadhi,1981,U,"Drama, Family, Musical","Somayajulu, an orthodox high-priest of a village temple weds his grand-daughter Hema to his grand-son Gaurinatha, also a priest by profession, without realising that she is in love with ...                See full summary »",0,7.2,122
Mr. Pellam,1993,U,"Comedy, Drama",A story about a man with a earning wife who loses his job & how he copes up with household work in an Indian community,123,7.2,121
Brand Babu,2018,U,Comedy,"A rich entrepreneur obsessed with his luxurious life falls in love with a housemaid, but their different lifestyles might prove to be a hurdle in their relationship.",144,5.3,119
Mitrudu,2009,UA,Drama,"An Orphan marries a woman with a joint family, only to know that she betrayed him. Does he find a new family? Who are his parents?",0,4.3,118
Chettu Kinda Pleader,1989,U,"Comedy, Crime, Thriller","A lawyer without practice is humorously called as Chettu Kinda Pleader. Balaraju (Rajendra Prasad) plays the title role in this film directed by Vamsy. Gopal krishna (Saratbabu), a rich ...                See full summary »",0,7.2,117
Hippi,2019,A,"Action, Comedy, Romance",Hippi is about the live-in relationship between an energetic youngster and a confident girl.,143,5.0,116
Aatagallu,2018,UA,"Action, Thriller","Although all evidence points to the contrary, a public defender becomes convinced that his client is not guilty of murder.",141,5.3,115
Thikka,2016,UA,"Action, Comedy","A freaky incident during a man's breakup party leads to an ultimate change in his life as uncalled situations pop up, eventually leading to a lot of frenzy.",140,4.6,115
Dorasani,2019,U/A,"Drama, Romance",Dorasani explores the periodic tale of love between a rich lady Devaki and a poor boy Raju.,130,5.9,115
Kalathur Kannamma,1960,U,"Drama, Romance","The film tells a story of a young couple,a wealthy zamindar's(landlord) son and a farmer's daughter who are separated by unfortunate circumstances while their innocent son grows up in a orphanage.",176,7.0,115
Guntur Talkies,2016,A,Comedy,"This story focused on two characters: Hari, a 25-year-old Casanova, and Giri, a man in his late 40s, deserted by his wife and left to handle two little children.",158,5.8,114
Iddari Lokam Okate,2019,UA,"Drama, Romance","A series of coincidences brings two star-crossed lovers together, but fate pulls them apart until they encounter each other again in Hyderabad.",126,5.6,112
Eduruleni Manishi,2001,U,"Comedy, Drama","Surya Murthy lives a very wealthy lifestyle in India along with his parents, his niece, and a younger look-alike brother, Satya. His parents would like him to get married, but he refuses ...                See full summary »",138,4.5,112
Nuvva Nena,2012,UA,Comedy,"Avinash, a small-time crook, falls in love with Dr. Nandini, and Anand, a patient, also has feelings for her. Later, Avinash and Anand discover that Dr. Nandini is already in love with someone else.",127,4.6,111
Jappanil Kalyanaraman,1985,U,"Action, Comedy, Romance","Raman, a journalist, goes to Japan to expose a smuggling racket run by Narendran accompanied by the spirit of his brother Kalyanaraman.",138,6.0,111
Jaihind 2,2014,U,Action,One man's fight to give good education to the poor.,155,5.2,110
Nuvvila,2011,U,"Comedy, Drama, Romance",Three boys who work at a pizza store are thrown into three different stories when one boy had to cover for another boy and make a delivery.,139,6.8,110
Hyderabad Nawabs,2006,A,Comedy,I wnat to see dis movie now,118,6.9,109
Mayalodu,1993,U,"Comedy, Drama","Veerababu, a street magician, is implicated in a murder by Appalakonda, who has committed a double murder to get rich. Veerababu has to use his magical powers to be exonerated.",149,7.0,109
Raja Vikramarka,1990,U,"Action, Comedy, Family",Chiranjeevi comes into the outer world leaving his kingdom to find a suitable bride and ends up becoming her bodyguard.,153,6.7,109
ABCD: American-Born Confused Desi,2019,U,Comedy,Aravind aka Avi (Allu Sirish) and his cousin Bala Shanmugam aka Basha (Master Bharat) are NRIs who love to live their life king size. What happens when the former's father (Naga Babu) decides to teach them a lesson in responsibility?,145,5.4,108
Hare Ram,2008,A,"Action, Thriller","Realizing his twin brother has gone on a killing spree, a police officer decides to hunt him down within 24 hours or lose his job, but soon finds his mission complicated.",134,6.4,107
Yamagola,1977,U,"Comedy, Fantasy, Romance",Sathyam and Rudrayya's daughter love each other. So Rudrayya gets Sathyam killed and Sathyam reaches heaven. There he makes Indra (Head of Heaven) angry. So he sends him to the hell. There ...                See full summary »,149,6.6,107
Meendum Kokila,1981,U,"Comedy, Drama, Romance","Subramaniam, a lawyer is married to Kokila and has a daughter. Things go well until he meets Kamini, a movie star in a party. He gets attracted towards Kamini and becomes ready to sacrifice...                See full summary »",139,6.3,107
Tenali Ramakrishna BA.BL,2019,UA,"Action, Comedy, Drama",Tenali Ramakrishna (Sundeep Kishan) is a small-time lawyer who makes his living via compromises between warring parties. He is looking for a big case that could turn his life.,128,5.0,106
Mayuri,1984,U,"Family, Musical","The real story of a classical dancer, who loses her leg in an accident and fights her way back as a dancer.",142,6.8,106
Jayammu Nischayammu Raa!,1990,U,"Comedy, Romance",A young man tries to win his lady love against the opposition of his and her family members and with help from his friends.,143,6.9,104
Manchi Donga,1988,U,"Action, Drama, Romance","Veerendra, like Robin hood, loots rich to feed poor people. He has to mend his ways for his love.",147,5.1,104
Big Boss,1995,U,"Action, Drama","The movie starts with a young man Surendra (Chiranjeevi) landing in a town for a job. He witnesses rivalry between two mafia gangs at that place. After a fight with a street goon, he is ...                See full summary »",153,4.7,104
Idam Jagath,2018,UA,"Action, Thriller","Nishith, who suffers from a sleeping disorder, and desperate for work, becomes a crime reporter at night.",126,5.5,103
Happy Wedding,2018,U,Drama,"A simpleton guy Anand and a modern girl Akshara fall in love and decide to get married. However, their lives turn upside down when Akshara's past walks back in her life, making her have second thoughts on their wedding day.",128,4.3,103
Thoongathey Tambi Thoongathey,1983,Unrated,Drama,Gopi is an unemployed graduate from a middle class society and Vinod is a rich graduate from high society returning from abroad after his father's death. In order to claim the property of ...                See full summary »,0,6.4,103
Snehamante Idera,2001,U,"Comedy, Drama",Chandru and Aravind's friendship of many years is put to the test when a dark secret from their past is uncovered,0,4.3,100
Devullu,2001,U,Drama,"Two unhappy kids get away from home, to visit all the important temples in India and fullfill all the owes made by their grandmother. So that their divorced parents will get unite.",0,7.0,100
Sardar Papa Rayudu,1980,U,"Action, Drama",Paparayudu gets jailed for a murder that he didn't commit. So he tries to prove his innocence and he gets rid of all his enemies too.,151,5.9,100
Pourudu,2008,UA,Action,Ajay tries to stay on an honest path even though his father is the chief henchman of a powerful crimelord,0,5.4,99
